Project_ID,Country,Year,Technology,Installed_Capacity_MW,Capacity_Factor_Percent,Annual_Generation_MWh,Capital_Cost_USD_per_kW,Estimated_Project_Cost_Million_USD,Lifecycle_Emissions_kgCO2e_per_MWh,Estimated_CO2_Avoided_tons_per_year,Estimated_Jobs,Grid_Connected,Storage_Included,Project_Status
RE-00682,India,2011,Biomass,1498.89,74.09,9728221.78,3983.54,5970.89,98.26,6594802.41,5750,Yes,Yes,Operational
RE-00683,Spain,2017,Onshore Wind,856.51,43.35,3252562.46,2311.23,1979.59,12.43,1980701.0,949,Yes,No,Operational
RE-00684,India,2012,Hydroelectric,974.58,42.54,3631776.27,1818.34,1772.12,7.58,2674913.36,3625,Yes,Yes,Operational
RE-00685,Poland,2021,Offshore Wind,535.88,36.55,1715769.87,4290.34,2299.11,12.43,707695.03,528,Yes,Yes,Operational
RE-00686,Spain,2011,Geothermal,1194.17,93.9,9822812.52,2696.55,3220.14,50.36,5917247.22,3454,Yes,Yes,Operational
RE-00687,Poland,2026,Hydroelectric,910.15,44.08,3514460.49,3540.06,3221.99,5.26,1183759.83,2406,Yes,No,Operational
RE-00688,Japan,2019,Hydroelectric,103.33,54.18,490421.54,4089.89,422.61,12.53,170580.78,120,Yes,No,Operational
RE-00689,Canada,2021,Hydroelectric,158.51,30.94,429616.63,2821.73,447.27,9.95,319776.99,236,Yes,No,Operational
RE-00690,China,2019,Solar CSP,547.5,33.77,1619642.97,3946.18,2160.53,40.39,865733.0,790,Yes,No,Operational
RE-00691,Argentina,2026,Geothermal,1318.77,74.92,8655076.96,5189.67,6843.98,39.04,4478185.71,2967,Yes,No,Operational
RE-00692,France,2015,Biomass,1362.15,78.49,9365767.45,1937.58,2639.27,110.14,6212628.34,3225,Yes,No,Operational
RE-00693,South Korea,2015,Biogas,943.74,81.95,6774939.59,2458.71,2320.38,80.9,4804655.08,448,Yes,No,Operational
RE-00694,Sweden,2016,Solar CSP,918.63,36.28,2919523.72,4655.98,4277.12,17.58,960888.51,806,No,No,Planned
RE-00695,Italy,2011,Biogas,861.83,56.55,4269316.22,2484.12,2140.89,42.36,2836813.3,792,No,No,Operational
RE-00696,Australia,2020,Geothermal,964.98,81.41,6881770.31,4706.83,4542.0,50.16,3362182.57,2231,Yes,Yes,Planned
RE-00697,Poland,2012,Biomass,592.46,67.77,3517228.84,2556.11,1514.39,69.21,1966146.94,901,Yes,No,Operational
RE-00698,United Kingdom,2021,Solar CSP,72.18,20.81,131580.96,3678.65,265.52,42.91,80968.91,119,No,No,Operational
RE-00699,Brazil,2017,Geothermal,318.1,92.14,2567532.7,3572.46,1136.4,41.32,1141328.88,1159,Yes,Yes,Planned
RE-00700,Italy,2012,Geothermal,428.29,91.95,3449798.86,2406.87,1030.84,27.56,1788424.72,695,Yes,Yes,Operational
RE-00701,Argentina,2010,Solar PV,237.31,29.25,608059.41,1217.86,289.01,39.56,268860.72,700,Yes,No,Operational
RE-00702,China,2022,Solar CSP,1345.77,38.11,4492767.02,3052.62,4108.12,17.74,1503820.33,4334,Yes,No,Operational
RE-00703,France,2024,Solar PV,804.82,27.16,1914840.62,1193.53,960.58,25.84,554556.56,3095,Yes,No,Operational
RE-00704,Australia,2020,Offshore Wind,94.99,37.74,314039.22,5721.71,543.51,17.34,98692.6,49,Yes,Yes,Operational
RE-00705,Brazil,2013,Solar CSP,1107.74,38.82,3767016.09,5194.71,5754.39,26.7,1543372.34,4430,Yes,Yes,Operational
RE-00706,Italy,2022,Biomass,813.58,55.45,3951899.76,4390.38,3571.93,83.93,2152122.1,944,Yes,No,Operational
RE-00707,Brazil,2020,Solar CSP,987.63,38.38,3320498.97,3118.27,3079.7,41.33,1596298.45,738,Yes,Yes,Operational
RE-00708,India,2012,Solar PV,280.9,29.88,735252.38,845.37,237.46,43.98,525315.93,954,Yes,No,Operational
RE-00709,India,2010,Biogas,651.79,53.13,3033553.2,2458.61,1602.5,39.54,2148281.57,2325,Yes,Yes,Operational
RE-00710,Sweden,2022,Biomass,963.74,67.19,5672423.3,3076.25,2964.71,76.58,2098592.79,1475,Yes,No,Planned
RE-00711,India,2019,Onshore Wind,1097.01,43.56,4186032.19,1247.56,1368.59,15.49,2055573.54,2699,Yes,No,Operational
RE-00712,Chile,2021,Solar PV,271.11,26.5,629354.75,1238.27,335.71,27.09,413476.93,453,Yes,No,Operational
RE-00713,Brazil,2018,Solar PV,412.6,20.79,751428.77,1517.5,626.12,40.12,532156.75,982,Yes,No,Operational
RE-00714,United States,2024,Biomass,241.93,55.71,1180665.82,4357.07,1054.11,120.0,745136.06,190,Yes,No,Operational
RE-00715,South Africa,2018,Geothermal,992.98,70.6,6141144.39,4105.86,4077.04,44.3,2113245.69,1983,Yes,No,Planned
RE-00716,Norway,2022,Hydroelectric,875.88,51.11,3921521.47,3544.57,3104.62,5.84,2349572.52,2609,Yes,No,Construction
RE-00717,Mexico,2016,Biogas,30.52,52.07,139211.85,2444.32,74.6,55.04,46418.18,33,Yes,No,Operational
RE-00718,Brazil,2025,Solar CSP,167.25,21.92,321152.11,3673.84,614.45,16.37,133861.83,645,Yes,No,Operational
RE-00719,Spain,2014,Solar CSP,1419.87,28.44,3537384.61,4445.22,6311.63,44.28,1858520.22,2128,Yes,Yes,Operational
RE-00720,South Korea,2015,Hydroelectric,1007.25,40.44,3568227.44,2507.72,2525.9,25.18,2532606.63,1487,Yes,No,Planned
RE-00721,Sweden,2025,Biogas,440.44,54.21,2091559.71,2655.99,1169.8,44.22,1447219.88,234,Yes,No,Construction
RE-00722,Australia,2012,Geothermal,114.41,78.98,791562.52,2233.12,255.49,54.25,555172.85,57,Yes,No,Operational
RE-00723,India,2024,Geothermal,241.57,89.77,1899670.73,4306.95,1040.43,30.1,613327.47,964,Yes,No,Planned
RE-00724,Japan,2025,Hydroelectric,1216.97,51.57,5497700.92,4641.46,5648.52,13.28,3308808.16,2258,Yes,No,Retired
RE-00725,China,2018,Solar PV,861.22,28.36,2139559.85,1587.07,1366.82,51.14,604622.99,1344,Yes,No,Construction
RE-00726,France,2016,Biogas,605.46,78.31,4153428.96,2305.07,1395.63,69.51,2546485.0,2083,Yes,No,Operational
RE-00727,Spain,2012,Geothermal,626.59,71.38,3917997.09,5801.25,3635.01,51.08,1075360.31,2141,Yes,No,Operational
RE-00728,Mexico,2016,Hydroelectric,4.87,47.39,20217.14,4837.54,23.56,21.75,8824.17,2,Yes,Yes,Construction
RE-00729,Japan,2021,Geothermal,381.57,71.59,2392933.84,3663.0,1397.69,27.69,1436067.08,1278,Yes,Yes,Operational
RE-00730,China,2013,Solar CSP,1190.3,37.08,3866341.98,2927.16,3484.2,31.53,1783753.14,4724,Yes,No,Operational
RE-00731,China,2017,Hydroelectric,1157.64,42.88,4348429.24,3824.03,4426.85,19.86,3243774.73,1187,Yes,No,Operational
RE-00732,Argentina,2014,Biogas,1445.52,81.9,10370796.51,3934.97,5688.08,89.8,6065879.37,2928,Yes,Yes,Planned
RE-00733,South Africa,2018,Geothermal,1010.16,79.35,7021682.77,3600.77,3637.35,16.27,3243278.16,1889,Yes,No,Operational
RE-00734,Japan,2021,Solar CSP,167.97,32.71,481300.57,2980.13,500.57,30.85,253295.47,455,Yes,No,Operational
RE-00735,Chile,2017,Geothermal,560.17,86.65,4251992.79,3852.32,2157.95,46.17,1968655.86,699,Yes,No,Planned
RE-00736,China,2022,Onshore Wind,657.25,29.51,1699041.2,2222.53,1460.76,7.74,763908.23,2289,Yes,Yes,Operational
RE-00737,Italy,2020,Biogas,228.9,72.92,1462165.59,2651.59,606.95,46.74,541677.87,770,Yes,No,Operational
RE-00738,France,2010,Offshore Wind,762.02,45.53,3039261.9,5820.09,4435.02,23.48,1955428.7,1903,Yes,No,Operational
RE-00739,Poland,2023,Hydroelectric,1285.42,39.35,4430919.87,4689.02,6027.36,30.31,2048163.39,4720,Yes,Yes,Operational
RE-00740,Germany,2024,Solar PV,1413.16,18.08,2238174.11,953.09,1346.87,45.39,563867.55,4266,Yes,No,Construction
RE-00741,France,2010,Offshore Wind,139.85,37.03,453649.35,6324.7,884.51,19.63,210403.93,156,Yes,No,Construction
RE-00742,Argentina,2013,Biomass,757.87,62.36,4140043.73,2823.11,2139.55,117.04,2469821.82,2612,Yes,Yes,Construction
RE-00743,United States,2018,Solar PV,266.1,20.6,480193.42,1271.36,338.31,49.41,178444.87,945,Yes,Yes,Planned
RE-00744,Germany,2024,Offshore Wind,725.62,40.12,2550200.2,5338.54,3873.75,21.28,1070351.22,2759,Yes,Yes,Operational
RE-00745,Sweden,2021,Geothermal,376.77,83.85,2767473.61,3409.87,1284.74,37.16,1604204.38,1470,Yes,No,Operational
RE-00746,Argentina,2017,Offshore Wind,1481.82,39.76,5161143.5,5724.02,8481.97,10.49,3365972.04,1583,No,No,Operational
RE-00747,Australia,2021,Offshore Wind,905.83,42.76,3393036.27,3764.72,3410.2,20.22,2105992.08,1429,Yes,Yes,Operational
RE-00748,Mexico,2021,Biogas,415.72,67.75,2467256.63,2287.26,950.86,38.97,1484283.6,984,Yes,No,Operational
RE-00749,South Korea,2014,Solar PV,1188.31,17.15,1785245.65,918.01,1090.88,53.66,1107916.78,3097,Yes,No,Construction
RE-00750,Spain,2022,Solar PV,26.92,16.95,39971.35,1229.89,33.11,47.77,10660.92,14,Yes,Yes,Operational
RE-00751,Mexico,2012,Biogas,972.68,77.2,6577962.49,3929.24,3821.89,86.65,2543583.47,492,Yes,Yes,Operational
RE-00752,Argentina,2023,Onshore Wind,329.8,41.24,1191443.4,1956.83,645.36,13.96,840429.07,254,Yes,No,Construction
RE-00753,Germany,2019,Offshore Wind,111.99,57.04,559580.88,3928.74,439.98,14.1,314380.88,425,No,Yes,Operational
RE-00754,Japan,2026,Geothermal,764.03,79.05,5290739.66,5942.08,4539.93,20.64,2409745.49,2707,Yes,No,Planned
RE-00755,Canada,2010,Hydroelectric,1394.72,44.99,5496764.47,3885.18,5418.74,16.22,3610462.0,3449,Yes,Yes,Operational
RE-00756,United States,2013,Biomass,1039.59,64.77,5898479.8,3304.71,3435.54,40.95,1977891.1,2746,Yes,Yes,Operational
RE-00757,Mexico,2013,Solar PV,934.65,16.68,1365680.67,1026.44,959.36,47.52,692175.48,2383,No,No,Operational
RE-00758,Australia,2017,Onshore Wind,983.28,39.12,3369614.03,2252.76,2215.09,7.76,2253731.83,2792,Yes,Yes,Operational
RE-00759,Sweden,2025,Onshore Wind,213.73,30.97,579843.51,1998.44,427.13,16.23,191571.22,711,Yes,Yes,Operational
RE-00760,Norway,2016,Hydroelectric,225.89,48.37,957143.82,1845.15,416.8,28.18,669775.83,772,No,No,Operational
RE-00761,Sweden,2016,Geothermal,1344.38,93.17,10972415.49,5896.78,7927.51,45.73,3851256.56,5111,Yes,No,Operational
RE-00762,Australia,2023,Biogas,141.81,80.24,996785.89,1733.21,245.79,47.04,316641.82,301,Yes,No,Operational
RE-00763,France,2025,Solar PV,417.81,14.42,527774.25,1398.09,584.14,48.1,275891.78,1393,Yes,No,Construction
RE-00764,Sweden,2011,Biomass,542.77,55.07,2618394.13,2450.55,1330.09,99.93,1583959.9,863,Yes,Yes,Operational
RE-00765,South Korea,2026,Onshore Wind,620.36,30.63,1664542.51,1733.24,1075.23,12.03,1023301.67,2396,Yes,No,Operational
RE-00766,United Kingdom,2023,Hydroelectric,2.64,60.31,13947.53,3174.22,8.38,19.25,4069.2,9,Yes,No,Planned
RE-00767,Australia,2017,Biogas,1396.8,57.33,7014880.45,3316.56,4632.57,88.57,3681457.09,4039,Yes,No,Construction
RE-00768,Australia,2023,Offshore Wind,883.39,48.27,3735372.21,3927.12,3469.18,20.06,2581053.52,2408,Yes,No,Construction
RE-00769,Brazil,2025,Offshore Wind,235.74,37.93,783285.75,4327.89,1020.26,10.14,579799.44,454,Yes,No,Retired
RE-00770,Spain,2011,Hydroelectric,14.23,38.49,47979.63,4931.06,70.17,34.66,17044.6,37,Yes,No,Operational
RE-00771,Mexico,2023,Hydroelectric,1409.42,36.05,4450920.17,3280.68,4623.86,7.16,1867472.59,894,No,Yes,Planned
RE-00772,Canada,2017,Onshore Wind,793.97,35.4,2462132.73,2311.02,1834.88,9.59,836733.67,2457,Yes,No,Operational
RE-00773,Brazil,2014,Biomass,1260.0,74.83,8259436.08,3425.93,4316.67,60.15,3139300.52,4797,Yes,No,Operational
RE-00774,United Kingdom,2023,Geothermal,596.31,88.14,4604147.67,3629.84,2164.51,38.15,2786659.22,657,No,No,Operational
RE-00775,Japan,2021,Biomass,913.57,69.52,5563597.45,3554.3,3247.1,111.74,3617127.31,3076,Yes,No,Operational
RE-00776,China,2017,Onshore Wind,485.87,31.5,1340709.68,1437.08,698.23,10.68,561767.3,1252,Yes,Yes,Operational
RE-00777,United Kingdom,2024,Solar CSP,139.99,31.28,383590.52,4061.68,568.59,32.22,265761.12,370,Yes,Yes,Operational
RE-00778,United Kingdom,2014,Biogas,587.88,69.35,3571406.27,2158.03,1268.66,39.45,1573900.81,1657,Yes,No,Operational
RE-00779,Sweden,2016,Solar CSP,1447.05,35.18,4459472.38,4276.84,6188.8,31.19,1283236.32,5232,Yes,No,Operational
RE-00780,Argentina,2024,Geothermal,1133.23,82.74,8213678.24,2328.97,2639.26,30.96,5867045.31,1978,Yes,No,Planned
RE-00781,China,2021,Solar CSP,1275.23,22.51,2514595.43,5273.78,6725.28,42.12,1281373.19,3378,Yes,Yes,Operational
RE-00782,South Africa,2012,Solar CSP,389.46,33.05,1127556.8,3400.75,1324.46,26.12,506138.58,625,Yes,No,Operational
RE-00783,Mexico,2026,Solar CSP,1002.03,33.36,2928268.34,3211.31,3217.83,16.89,1979413.89,2471,Yes,Yes,Planned
RE-00784,United Kingdom,2015,Offshore Wind,1381.4,41.16,4980797.94,3308.95,4570.98,19.87,1650754.12,5273,Yes,Yes,Operational
RE-00785,China,2025,Hydroelectric,912.18,61.28,4896699.0,2152.72,1963.67,32.69,2497437.22,2559,Yes,No,Retired
RE-00786,Germany,2014,Onshore Wind,1415.86,28.86,3579486.64,1301.09,1842.16,7.95,1595143.47,832,Yes,Yes,Construction
RE-00787,Italy,2024,Hydroelectric,1032.04,37.02,3346856.18,4253.91,4390.21,11.73,2107663.6,2520,Yes,No,Planned
RE-00788,Sweden,2025,Onshore Wind,1446.85,46.48,5891063.91,1352.99,1957.57,16.51,2501654.49,3118,Yes,No,Construction
RE-00789,Canada,2014,Biogas,557.84,64.79,3166078.94,3394.08,1893.35,85.17,1300372.15,1172,Yes,No,Operational
RE-00790,Brazil,2020,Hydroelectric,602.25,62.02,3271995.34,2917.95,1757.34,11.74,2033319.7,2298,Yes,Yes,Construction
RE-00791,Australia,2017,Biomass,1010.79,64.16,5681060.29,1806.5,1825.99,64.28,3422248.97,1834,Yes,No,Operational
RE-00792,Sweden,2017,Solar CSP,1001.35,28.16,2470146.2,5411.01,5418.31,41.84,1008019.09,512,Yes,Yes,Operational
RE-00793,China,2025,Onshore Wind,1305.64,32.03,3663401.27,1657.18,2163.68,7.48,1912594.96,820,Yes,Yes,Construction
RE-00794,Poland,2010,Biogas,1202.24,66.65,7019326.33,2060.25,2476.91,66.59,2036588.49,3011,Yes,No,Planned
RE-00795,Poland,2011,Onshore Wind,601.0,41.87,2204355.01,1312.81,789.0,14.36,1291574.57,1008,Yes,No,Operational
RE-00796,United States,2013,Biomass,77.07,84.83,572715.49,4183.13,322.39,103.65,200339.34,176,Yes,No,Operational
RE-00797,South Korea,2025,Offshore Wind,241.86,38.95,825231.16,6133.73,1483.5,16.24,360168.77,578,Yes,No,Operational
RE-00798,Mexico,2015,Biogas,633.48,69.21,3840660.01,2094.31,1326.7,51.34,2180872.75,1567,Yes,No,Operational
RE-00799,Mexico,2017,Offshore Wind,745.54,48.03,3136805.87,3200.79,2386.32,13.31,1053797.06,1333,Yes,No,Operational
RE-00800,Sweden,2011,Biogas,653.0,65.67,3756507.88,3283.36,2144.03,28.96,1953535.43,1547,Yes,No,Planned
RE-00801,Argentina,2018,Offshore Wind,255.01,48.53,1084105.65,5886.91,1501.22,23.85,718388.24,275,Yes,No,Construction
RE-00802,Italy,2012,Geothermal,955.83,77.36,6477407.57,2537.48,2425.4,48.11,4673916.93,3330,Yes,Yes,Operational
RE-00803,Poland,2024,Solar PV,984.07,29.47,2540447.56,1008.41,992.35,42.06,1638637.23,1222,Yes,Yes,Operational
RE-00804,South Korea,2017,Biogas,968.28,76.71,6506644.07,3481.64,3371.2,52.33,4224800.58,3655,Yes,No,Operational
RE-00805,United Kingdom,2015,Solar PV,619.72,27.82,1510277.47,719.85,446.11,37.36,891099.69,494,No,Yes,Operational
RE-00806,South Africa,2014,Biomass,297.59,57.61,1501828.41,4370.92,1300.74,110.87,867850.67,709,Yes,No,Construction
RE-00807,United Kingdom,2024,Onshore Wind,980.22,36.58,3141024.81,1606.64,1574.86,13.54,1605815.4,1665,Yes,No,Operational
RE-00808,Argentina,2012,Offshore Wind,348.38,53.25,1625088.19,4462.38,1554.6,12.77,1065005.51,163,Yes,No,Operational
RE-00809,Italy,2023,Offshore Wind,1257.43,56.67,6242249.69,3034.67,3815.89,21.59,3772710.06,1440,Yes,No,Operational
RE-00810,Italy,2020,Biogas,240.13,82.0,1724901.82,2935.99,705.02,25.4,446994.97,768,Yes,No,Construction
RE-00811,China,2014,Onshore Wind,854.4,30.53,2285031.28,2330.21,1990.93,18.18,900351.21,1968,No,No,Operational
RE-00812,Australia,2020,Hydroelectric,245.05,49.27,1057648.54,2138.15,523.95,23.14,457794.29,951,Yes,Yes,Planned
RE-00813,South Africa,2023,Solar PV,1042.59,25.98,2372776.37,938.24,978.2,45.68,638300.42,1156,Yes,Yes,Operational
RE-00814,Australia,2014,Biogas,169.17,59.0,874338.23,2038.32,344.82,25.49,355914.58,660,Yes,No,Construction
RE-00815,Chile,2019,Biogas,1115.64,73.16,7149931.48,3060.55,3414.47,67.23,4644468.09,3298,Yes,No,Construction
RE-00816,Argentina,2018,Biomass,1311.99,65.06,7477366.88,2458.35,3225.33,108.7,2792870.7,2487,Yes,No,Operational
RE-00817,Chile,2021,Biomass,1191.26,75.72,7901713.35,4347.98,5179.57,103.21,3556587.36,4554,Yes,Yes,Construction
RE-00818,Brazil,2010,Hydroelectric,876.52,42.66,3275569.26,3510.03,3076.61,4.06,2208423.77,1492,Yes,No,Operational
RE-00819,South Africa,2020,Biogas,787.32,51.52,3553294.83,3691.63,2906.49,54.67,1025103.83,2505,Yes,No,Operational
RE-00820,Italy,2024,Geothermal,76.84,77.47,521464.82,5954.0,457.51,41.49,239595.92,92,Yes,Yes,Operational
RE-00821,Germany,2012,Onshore Wind,1094.17,39.78,3812884.84,1190.75,1302.88,8.5,2161613.77,2687,Yes,No,Planned
RE-00822,Norway,2013,Geothermal,295.0,86.99,2247995.58,3503.71,1033.59,16.97,901826.92,1079,Yes,No,Operational
RE-00823,United States,2018,Onshore Wind,8.82,39.65,30634.86,1240.16,10.94,13.22,11646.1,15,Yes,Yes,Retired
RE-00824,Canada,2013,Hydroelectric,479.77,41.25,1733648.9,3014.03,1446.04,25.23,648162.61,986,Yes,Yes,Planned
RE-00825,Japan,2026,Biomass,180.39,66.35,1048473.58,2361.52,425.99,50.88,519508.09,438,Yes,Yes,Retired
RE-00826,Australia,2015,Offshore Wind,114.77,50.1,503697.99,4490.45,515.37,19.71,276268.45,413,Yes,Yes,Retired
RE-00827,Brazil,2013,Offshore Wind,191.87,51.77,870140.43,5676.51,1089.15,19.43,555234.79,555,Yes,No,Planned
RE-00828,Chile,2017,Solar CSP,192.02,37.18,625403.0,3269.65,627.84,15.96,414396.27,426,Yes,Yes,Operational
RE-00829,Chile,2023,Solar PV,735.07,16.4,1056030.96,1022.66,751.73,26.61,323610.95,1025,Yes,Yes,Operational
RE-00830,France,2012,Hydroelectric,193.81,31.36,532422.43,1913.47,370.85,14.86,324458.78,169,Yes,No,Operational
RE-00831,Japan,2010,Geothermal,293.35,71.4,1834798.64,4219.1,1237.67,16.59,1195046.41,637,Yes,No,Planned
RE-00832,South Africa,2024,Geothermal,539.46,73.15,3456827.31,3580.31,1931.43,23.93,1782004.27,950,Yes,No,Operational
RE-00833,India,2019,Biomass,503.41,80.9,3567586.12,3526.75,1775.4,35.72,2069291.53,509,Yes,No,Construction
RE-00834,South Korea,2023,Geothermal,1168.34,83.63,8559244.82,4946.24,5778.89,31.56,5516545.08,3954,Yes,Yes,Operational
RE-00835,Japan,2012,Offshore Wind,589.41,39.44,2036378.54,5003.5,2949.11,9.73,783923.42,1647,Yes,No,Retired
RE-00836,Poland,2011,Offshore Wind,119.52,37.37,391262.11,6383.45,762.95,19.55,245021.85,338,Yes,No,Planned
RE-00837,Mexico,2024,Onshore Wind,356.77,38.71,1209805.64,1304.23,465.31,19.46,455010.5,1075,Yes,No,Operational
RE-00838,Japan,2024,Solar CSP,1328.17,38.81,4515453.93,3492.39,4638.49,37.33,2392040.85,3364,Yes,No,Operational
RE-00839,China,2016,Onshore Wind,267.33,31.44,736265.32,1266.16,338.48,9.76,471920.03,636,Yes,No,Planned
RE-00840,Japan,2026,Solar PV,1488.33,23.38,3048230.81,1566.33,2331.22,57.95,1239469.68,5221,Yes,No,Planned
RE-00841,Italy,2016,Solar PV,600.68,24.24,1275498.33,1364.02,819.34,55.19,877444.2,1800,Yes,No,Operational
RE-00842,Poland,2021,Biogas,136.21,69.88,833807.88,2536.26,345.46,30.3,478654.42,413,Yes,No,Operational
RE-00843,China,2012,Offshore Wind,221.9,48.78,948207.1,5681.53,1260.73,18.15,620768.17,561,No,No,Operational
RE-00844,Mexico,2014,Biomass,896.62,73.05,5737632.77,2297.44,2059.93,109.98,4179143.59,1175,Yes,Yes,Operational
RE-00845,Spain,2024,Biogas,894.34,52.36,4102101.47,2735.15,2446.15,30.87,1858691.12,1656,Yes,No,Operational
RE-00846,China,2010,Geothermal,34.96,77.61,237680.31,5542.72,193.77,42.62,79860.19,75,Yes,No,Construction
RE-00847,Argentina,2010,Solar PV,750.05,16.45,1080837.05,743.0,557.29,43.94,690072.25,397,Yes,No,Operational
RE-00848,Germany,2013,Biomass,180.51,62.88,994301.07,2617.53,472.49,62.15,335596.44,194,Yes,No,Operational
RE-00849,Argentina,2026,Onshore Wind,359.15,34.36,1081018.51,2157.58,774.89,12.76,397071.79,620,Yes,No,Operational
RE-00850,Argentina,2026,Hydroelectric,803.49,37.68,2652134.08,4576.08,3676.83,27.17,1207090.96,2482,Yes,Yes,Operational
RE-00851,United States,2017,Hydroelectric,1123.35,63.7,6268427.8,3015.99,3388.01,14.87,3480592.26,1586,No,No,Planned
RE-00852,Chile,2025,Solar CSP,27.7,29.62,71873.52,5300.83,146.83,19.15,22179.65,17,Yes,No,Construction
RE-00853,Brazil,2010,Biogas,1085.21,65.7,6245730.82,1978.95,2147.58,44.18,3126446.84,1721,Yes,No,Construction
RE-00854,Sweden,2023,Biogas,4.66,71.65,29248.68,2185.05,10.18,49.39,17642.06,11,Yes,Yes,Operational
RE-00855,Mexico,2015,Offshore Wind,1369.48,47.29,5673213.33,6004.07,8222.45,14.63,3765417.11,826,Yes,Yes,Planned
RE-00856,India,2022,Onshore Wind,938.04,37.25,3060918.32,1840.42,1726.39,15.3,2030276.2,2390,Yes,Yes,Retired
RE-00857,Japan,2010,Solar PV,580.48,28.11,1429394.85,862.47,500.65,25.65,618521.14,1127,Yes,No,Retired
RE-00858,Norway,2023,Biogas,1310.61,58.61,6728981.04,2773.51,3634.99,26.93,1712122.59,3852,Yes,No,Construction
RE-00859,Chile,2010,Geothermal,673.66,87.1,5139998.85,5580.98,3759.68,26.97,3788735.63,2317,Yes,No,Planned
RE-00860,United Kingdom,2018,Geothermal,1489.25,92.72,12096093.58,4044.91,6023.88,43.91,6193253.71,4675,Yes,Yes,Operational
RE-00861,United Kingdom,2015,Onshore Wind,1376.5,34.16,4119060.62,2253.77,3102.31,13.01,1624666.5,5013,Yes,Yes,Operational
RE-00862,Mexico,2013,Hydroelectric,547.89,51.26,2460232.11,2784.29,1525.48,6.03,940803.51,1025,No,No,Operational
RE-00863,Brazil,2019,Offshore Wind,1379.54,53.09,6415804.61,5894.01,8131.02,23.78,3645920.52,5492,Yes,No,Planned
RE-00864,Spain,2018,Solar PV,1181.85,17.12,1772434.63,1242.82,1468.83,34.35,971448.07,3347,Yes,Yes,Operational
RE-00865,Australia,2021,Geothermal,1015.63,88.53,7876442.21,2680.84,2722.74,47.74,4679188.75,517,Yes,No,Operational
RE-00866,Chile,2025,Onshore Wind,37.82,27.14,89915.69,1446.19,54.69,17.66,46155.41,72,Yes,No,Operational
RE-00867,Germany,2013,Biogas,334.56,71.0,2080829.38,2707.9,905.96,50.19,1099342.92,1302,Yes,No,Construction
RE-00868,India,2019,Onshore Wind,1093.88,29.63,2839261.8,1683.82,1841.9,17.55,1251447.47,4313,Yes,No,Operational
RE-00869,Chile,2017,Solar PV,1268.6,16.48,1831411.85,1210.9,1536.15,44.74,1237321.36,3289,Yes,Yes,Planned
RE-00870,South Africa,2018,Biogas,386.54,71.36,2416314.11,2276.33,879.89,67.22,717213.74,1176,Yes,No,Operational
RE-00871,India,2021,Offshore Wind,744.49,49.38,3220431.46,3967.97,2954.11,10.48,1506242.4,2827,Yes,Yes,Construction
RE-00872,Chile,2017,Solar CSP,677.82,28.09,1667900.83,2838.52,1924.01,25.37,708962.06,1545,No,No,Planned
RE-00873,South Africa,2017,Geothermal,162.21,75.75,1076376.9,3748.57,608.06,28.01,735073.55,461,Yes,No,Operational
RE-00874,Mexico,2017,Hydroelectric,244.64,40.61,870291.14,2347.79,574.36,24.99,228350.61,238,Yes,No,Operational
RE-00875,Chile,2018,Solar PV,1160.32,14.58,1481969.99,1084.32,1258.16,23.99,667572.93,4573,No,No,Operational
RE-00876,China,2016,Biomass,988.98,70.31,6091282.1,2589.88,2561.34,79.22,2310098.86,2128,Yes,No,Operational
RE-00877,China,2014,Onshore Wind,749.04,28.74,1885801.08,2351.09,1761.06,12.81,803614.55,378,Yes,No,Operational
